D:\MassHunter\GCMS\1\data\2025\Quentin\QD_250515_MONITORING_NO2_24h_3uL_inj.D Fri May 16 15:30:24 2025
Start of data points
6.04282,38213
6.04853,31824
6.05427,29094
6.05998,25397
6.06570,22849
6.07143,21574
6.07715,22524
6.08287,26185
6.08860,52981
6.09432,140099
6.10003,306741
6.10577,467601
6.11148,490312
6.11720,371323
6.12293,211848
6.12865,111036
6.13437,72748
6.14008,59351
6.14582,45157
6.15153,37920
6.15725,31271
6.16298,27099
6.16870,30090
6.17442,30681
6.18015,29682
6.18587,28522
6.19158,31916
6.19732,42592
6.20303,48051
6.20875,49951
6.21448,39815
6.22020,30871
6.22592,28174
6.23165,24572
6.23737,22210
6.24308,19161
6.24882,16004
6.25453,14717
6.26025,15073
6.26598,14386
6.27170,16966
6.27742,16100
6.28315,14629
6.28887,12274
6.29458,12078
6.30032,11427
6.30603,10128
6.31175,11621
6.31747,10070
6.32320,9182
6.32892,9488
6.33463,7899
6.34037,7434
6.34608,6475
6.35180,5661
6.35753,6960
6.36325,6451
6.36897,6305
6.37470,6648
6.38042,6149
6.38613,4897
6.39187,6146
6.39758,7787
6.40330,5857
6.40903,6427
6.41475,7639
6.42047,7424
6.42620,7170
6.43192,7666
6.43763,8240
6.44337,8819
6.44908,6445
6.45480,6558
6.46053,5623
6.46625,6461
6.47197,5003
6.47770,5760
6.48342,6825
6.48913,5758
6.49485,6446
6.50058,5944
6.50630,8119
6.51202,7732
6.51775,11091
6.52347,10902
6.52918,9828
6.53492,8113
6.54063,6356
6.54635,6392
6.55208,6330
6.55780,7471
6.56352,8794
6.56925,7658
6.57497,8729
6.58068,9187
6.58642,9482
6.59213,10458
6.59785,10875
6.60358,9372
6.60930,9103
6.61502,9280
6.62075,8679
6.62647,8464
6.63218,8777
6.63792,8348
6.64363,8620
6.64935,7902
6.65508,8122
6.66080,8280
6.66652,7589
6.67223,7561
6.67797,6432
6.68368,8079
6.68940,9106
6.69513,11780
6.70085,20215
6.70657,30051
6.71230,36143
6.71802,32740
6.72373,22494
6.72947,14705
6.73518,11730
6.74090,9384
6.74663,9331
6.75235,9102
6.75807,12806
6.76380,11946
6.76952,12266
6.77523,10831
6.78097,9409
6.78668,11558
6.79240,12795
6.79813,10335
6.80385,11109
6.80957,10839
6.81530,10101
6.82102,11194
6.82673,10260
6.83247,10291
6.83818,11229
6.84390,9902
6.84963,9272
6.85535,6995
6.86107,6276
6.86678,6652
6.87252,5674
6.87823,4647
6.88395,4563
6.88968,5777
6.89540,5936
6.90112,5789
6.90685,5256
6.91257,5826
6.91828,4965
6.92402,4294
6.92973,4022
6.93545,4865
6.94118,4683
6.94690,5135
6.95262,4921
6.95835,7355
6.96407,8548
6.96978,9560
6.97552,9134
6.98123,7254
6.98695,6397
6.99268,6402
6.99840,4566
7.00412,5418
7.00985,4797
7.01557,4747
7.02128,4184
7.02702,5773
7.03273,3454
7.03845,2848
7.04417,4125
7.04990,3551
7.05562,3724
7.06133,4773
7.06707,4308
7.07278,4213
7.07850,4641
7.08423,4289
7.08995,5316
7.09567,3442
7.10140,3139
7.10712,2861
7.11283,3280
7.11857,3778
7.12428,4179
7.13000,3797
7.13573,3062
7.14145,2830
7.14717,3045
7.15290,3430
7.15862,2573
7.16433,2165
7.17007,2800
7.17578,2031
7.18150,2447
7.18723,3211
7.19295,3195
7.19867,3806
7.20440,3827
7.21012,3736
7.21583,5815
7.22155,5191
7.22728,5172
7.23300,4216
7.23872,3677
7.24445,3294
7.25017,3140
7.25588,3200
7.26162,3214
7.26733,4030
7.27305,5583
7.27878,7101
7.28450,6783
7.29022,4862
7.29595,4045
7.30167,3117
7.30738,3159
7.31312,3445
7.31883,3274
7.32455,5663
7.33028,5023
7.33600,4641
7.34172,4035
7.34745,3025
7.35317,4355
7.35888,2325
7.36462,3208
7.37033,3104
7.37605,3027
7.38178,2783
7.38750,3103
7.39322,2512
7.39893,3318
7.40467,2694
7.41038,3287
7.41610,2645
7.42183,2056
7.42755,2486
7.43327,2331
7.43900,2243
7.44472,2362
7.45043,1669
7.45617,3534
7.46188,4443
7.46760,9313
7.47333,26732
7.47905,56535
7.48477,101940
7.49050,131083
7.49622,129128
7.50193,97074
7.50767,54472
7.51338,25841
7.51910,14158
7.52483,12056
7.53055,10400
7.53627,11029
7.54200,11312
7.54772,10699
7.55343,7556
7.55917,7974
7.56488,5288
7.57060,5705
7.57633,4409
7.58205,3607
7.58777,3543
7.59348,3329
7.59922,3178
7.60493,3235
7.61065,3075
7.61638,3293
7.62210,4120
7.62782,3401
7.63355,3380
7.63927,2494
7.64498,2594
7.65072,3760
7.65643,3359
7.66215,3437
7.66788,3453
7.67360,2781
7.67932,2995
7.68505,2836
7.69077,3795
7.69648,3943
7.70222,3572
7.70793,4000
7.71365,4055
7.71938,2600
7.72510,3141
7.73082,3375
7.73655,2554
7.74227,2961
7.74798,3289
7.75370,3697
7.75943,3938
7.76515,3835
7.77087,2460
7.77660,2786
7.78232,3322
7.78803,3804
7.79377,3463
7.79948,1985
7.80520,3356
7.81093,2504
7.81665,2451
7.82237,2354
7.82810,2179
7.83382,2108
7.83953,2341
7.84527,2653
7.85098,2168
7.85670,2497
7.86243,2505
7.86815,1945
7.87387,2473
7.87960,2169
7.88532,2344
7.89103,2053
7.89677,1588
7.90248,2361
7.90820,2781
7.91393,1898
7.91965,2143
7.92537,2282
7.93110,2258
7.93682,2713
7.94253,1841
7.94825,3630
7.95398,3073
7.95970,3160
7.96542,2728
7.97115,2960
7.97687,2996
7.98258,2029
7.98832,2199
7.99403,2297
7.99975,2734
8.00548,2476
8.01120,2162
8.01692,2944
8.02265,3115
8.02837,2520
8.03408,3347
8.03982,3216
8.04553,2368
8.05125,2324
8.05698,3261
8.06270,2717
8.06842,2581
8.07415,2770
8.07987,3852
8.08558,3155
8.09132,2864
8.09703,3407
8.10275,3215
8.10848,2873
8.11420,3123
8.11992,2679
8.12563,2808
8.13137,3298
8.13708,3726
8.14280,4138
8.14853,4327
8.15425,8237
8.15997,10357
8.16570,14981
8.17142,18862
8.17713,19557
8.18287,16082
8.18858,14869
8.19430,9952
8.20003,7933
8.20575,6370
8.21147,3836
8.21720,3258
8.22292,3074
8.22863,2077
8.23437,2940
8.24008,2677
8.24580,2269
8.25153,2602
8.25725,2763
8.26297,2229
8.26870,1740
8.27442,2822
8.28013,2508
8.28587,3442
8.29158,2702
8.29730,2606
8.30302,2286
8.30875,2147
8.31447,2529
8.32018,1586
8.32592,2636
8.33163,2054
8.33735,1904
8.34308,2639
8.34880,2255
8.35452,3291
8.36025,1944
8.36597,4165
8.37168,3819
8.37742,3376
8.38313,3507
8.38885,3374
8.39458,2969
8.40030,4028
8.40602,2193
8.41175,2094
8.41747,2500
8.42318,2485
8.42892,2347
8.43463,2137
8.44035,3052
8.44608,3927
8.45180,3476
8.45752,2975
8.46325,2951
8.46897,2679
8.47468,2082
8.48040,3176
8.48613,2352
8.49185,1900
8.49757,3042
8.50330,2183
8.50902,2430
8.51473,2771
8.52047,2163
8.52618,3214
8.53190,3009
8.53763,2208
8.54335,2573
8.54907,2629
8.55480,3391
8.56052,2906
8.56623,4022
8.57197,4445
8.57768,2433
8.58340,2711
8.58913,3684
8.59485,2553
8.60057,2224
8.60630,2332
8.61202,2650
8.61773,1799
8.62347,2215
8.62918,2457
8.63490,2917
8.64063,2980
8.64635,3495
8.65207,2645
8.65780,2921
8.66352,2540
8.66923,2804
8.67495,2393
8.68068,1723
8.68640,2287
8.69212,2079
8.69785,2254
8.70357,1514
8.70928,2330
8.71502,2478
8.72073,2408
8.72645,2128
8.73218,2528
8.73790,2019
8.74362,2231
8.74935,2902
8.75507,6230
8.76078,8612
8.76652,11737
8.77223,13850
8.77795,10166
8.78368,9253
8.78940,7246
8.79512,4663
8.80085,3663
8.80657,3673
8.81228,3322
8.81802,3558
8.82373,4272
8.82945,3394
8.83518,4782
8.84090,3980
8.84662,3332
8.85233,1916
8.85807,1646
8.86378,2775
8.86950,1988
8.87523,2185
8.88095,1974
8.88667,3208
8.89240,4654
8.89812,5699
8.90383,6294
8.90957,5410
8.91528,3979
8.92100,2686
8.92673,2783
8.93245,2384
8.93817,2362
8.94390,1633
8.94962,2140
8.95533,2094
8.96107,2250
8.96678,2547
8.97250,2301
8.97823,2245
8.98395,1748
8.98967,2177
8.99540,2661
9.00112,2048
9.00683,2270
9.01257,2183
9.01828,2590
9.02400,2548
9.02972,2736
9.03545,3468
9.04117,2316
9.04688,2376
9.05262,2130
9.05833,1961
9.06405,1968
9.06978,2228
9.07550,1810
9.08122,1769
9.08695,2809
9.09267,3032
9.09838,2715
9.10412,2199
9.10983,1644
9.11555,1815
9.12128,2287
9.12700,2012
9.13272,2589
9.13845,3636
9.14417,3945
9.14988,4567
9.15562,6796
9.16133,5718
9.16705,6197
9.17278,6211
9.17850,4141
9.18422,3165
9.18995,3352
9.19567,2245
9.20138,2552
9.20710,2359
9.21283,2349
9.21855,2527
9.22427,1670
9.23000,1962
9.23572,2348
9.24143,1968
9.24717,2776
9.25288,3208
9.25860,4538
9.26433,6295
9.27005,7734
9.27577,7671
9.28150,7146
9.28722,5216
9.29293,3412
9.29867,3459
9.30438,2784
9.31010,2494
9.31583,3652
9.32155,2797
9.32727,2407
9.33300,4028
9.33872,3593
9.34443,3400
9.35017,4173
9.35588,3058
9.36160,3411
9.36733,3304
9.37305,2829
9.37877,2656
9.38450,3628
9.39022,2961
9.39593,2214
9.40165,2305
9.40738,2017
9.41310,2598
9.41882,2827
9.42455,2155
9.43027,2512
9.43598,3534
9.44172,2868
9.44743,2067
9.45315,2973
9.45888,1779
9.46460,2392
9.47032,1859
9.47605,3091
9.48177,2583
9.48748,1734
9.49322,2756
9.49893,2003
9.50465,2597
9.51038,3122
9.51610,1997
9.52182,2836
9.52755,2469
9.53327,2138
9.53898,2455
9.54472,2317
9.55043,2770
9.55615,1876
9.56187,2329
9.56760,2070
9.57332,1727
9.57903,2343
9.58477,2624
9.59048,2651
9.59620,3111
9.60193,2847
9.60765,2751
9.61337,2162
9.61910,2519
9.62482,2386
9.63053,1960
9.63627,2595
9.64198,2544
9.64770,2221
9.65343,2470
9.65915,2787
9.66487,2288
9.67060,1939
9.67632,1658
9.68203,2001
9.68777,1792
9.69348,1599
9.69920,2803
9.70493,1951
9.71065,2998
9.71637,2343
9.72210,2195
9.72782,2015
9.73353,1876
9.73927,1780
9.74498,2345
9.75070,2131
9.75642,2545
9.76215,2445
9.76787,2284
9.77358,1650
9.77932,1663
9.78503,2905
9.79075,1611
9.79648,1999
9.80220,2317
9.80792,2270
9.81365,1955
9.81937,2458
9.82508,1709
9.83082,2374
9.83653,1748
9.84225,2114
9.84798,1236
9.85370,2082
9.85942,2776
9.86515,2642
9.87087,1614
9.87658,1467
9.88232,1959
9.88803,1849
9.89375,1602
9.89948,2445
9.90520,2959
9.91092,4532
9.91665,11915
9.92237,23891
9.92808,56851
9.93380,117434
9.93953,196383
9.94525,258409
9.95097,257809
9.95670,192015
9.96242,112255
9.96813,46269
9.97387,17436
9.97958,6562
9.98530,3349
9.99103,2881
9.99675,2779
10.00247,2554
10.00820,1703
10.01392,1652
10.01963,1633
10.02537,2299
10.03108,2544
10.03680,1899
10.04253,2980
10.04825,2624
10.05397,2639
10.05970,1953
10.06542,2645
10.07113,2473
10.07687,2853
10.08258,3317
10.08830,2768
10.09403,2768
10.09975,2722
10.10547,2435
10.11118,2472
10.11692,2883
10.12263,3180
10.12835,2124
10.13408,1917
10.13980,2553
10.14552,2853
10.15125,3023
10.15697,2912
10.16268,2833
10.16842,2347
10.17413,2458
10.17985,2576
10.18558,2932
10.19130,2761
10.19702,2732
10.20275,3127
10.20847,3489
10.21418,2915
10.21992,3845
10.22563,3262
10.23135,3539
10.23708,3017
10.24280,3018
10.24852,2239
10.25425,2061
10.25997,2108
10.26568,2074
10.27142,2374
10.27713,1999
10.28285,2328
10.28857,1794
10.29430,1945
10.30002,2792
10.30573,2283
10.31147,2735
10.31718,2207
10.32290,1748
10.32863,2844
10.33435,2762
10.34007,1963
10.34580,1868
10.35152,1895
10.35723,2056
10.36297,2269
10.36868,1353
10.37440,1801
10.38013,2128
10.38585,1901
10.39157,2405
10.39730,1691
10.40302,1738
10.40873,1936
10.41447,2375
10.42018,2128
